crop_id,cost_type,cost_category,cost_item,amount_eur,frequency,notes
pistachio,CAPEX,Planting,Initial planting labor,6341.97,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 13. Labor estimates for orchard layout, planting and initial support installation in Mediterranean commercial orchards. FAO Farm Management Resources"
pistachio,CAPEX,Regulatory,Business registration,704.66,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 14. Includes agricultural business establishment, KAD registration and OPEKEPE/MAAE enrollment costs. Greek Ministry of Development"
pistachio,CAPEX,Regulatory,Environmental studies,5637.31,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 15. Environmental assessments may be required for boreholes/reservoirs or protected-area interactions. Greek Ministry of Environment and Energy
pistachio,CAPEX,Compliance,GLOBALG.A.P. setup,4932.64,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 16. Includes implementation, consultant support and certification audit. GLOBALG.A.P. Fee Tables"
pistachio,CAPEX,Compliance,HACCP / ISO setup,7398.96,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 17. Food safety system implementation and certification for storage/export operations. ISO 22000 Overview
pistachio,CAPEX,Machinery,Agricultural machinery,91606.22,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 18. Commercial orchard machinery including tractor, sprayer, trailers and orchard maintenance equipment. John Deere Agriculture Equipment"
pistachio,CAPEX,CROP LAND COST,,950000.0,one_time,REVISED DEMO-CALIBRATED: land cost kept at model input value.
pistachio,CAPEX,Land,Land registry / cadastral compliance,1761.66,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 50. Includes cadastral extracts, ownership registration and legal verification procedures through Greek Cadastre. Hellenic Cadastre"
pistachio,CAPEX,Land,Natura / protected area checks,1409.33,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 51. GIS/environmental review for Natura 2000, forest and protected-area restrictions before agricultural development. European Commission Natura 2000"
pistachio,CAPEX,Water,Water extraction permit,3523.32,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 52. Includes hydrogeological documentation and permit process for groundwater abstraction/borehole operation. Gaia Drill – Borehole Licensing
pistachio,CAPEX,Water,Groundwater compliance,1761.66,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 53. Monitoring/reporting obligations related to sustainable groundwater use under EU Water Framework Directive. EU Water Framework Directive
pistachio,CAPEX,Phytosanitary,Plant passport compliance,1056.99,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 54. Compliance with EU plant-health traceability and movement rules for certified planting material. EU Plant Health Regulation 2016/2031
pistachio,CAPEX,Phytosanitary,Certified planting material,29595.85,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 55. Average estimate for certified pistachio saplings and pollinator trees for ~25 ha orchard. Agrovivero Pistachio Orchard Costs
pistachio,CAPEX,Agrochemicals,Pesticide operator certification,352.33,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 56. Required certification/training for legal pesticide application under EU/national legislation. European Commission Sustainable Pesticide Use
pistachio,CAPEX,Food Safety,Traceability compliance,2466.32,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 57. Documentation, spray logs, batch tracking and compliance systems required under EU food law. EU General Food Law Regulation 178/2002"
pistachio,CAPEX,Food Safety,Aflatoxin compliance,1761.66,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 58. Testing and compliance costs for pistachio aflatoxin controls required for EU marketability. European Commission Aflatoxins
pistachio,CAPEX,Subsidies,CAP / OPEKEPE registration,704.66,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 59. OSDΕ submission, CAP compliance and agricultural subsidy administration. OPEKEPE Official Website"
pistachio,CAPEX,Exports,Phytosanitary certificates,1056.99,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 60. Export phytosanitary inspections and certificates for international trade. International Plant Protection Convention (IPPC)
pistachio,OPEX,Water,Water consumption,10033.93,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 23. Pistachio irrigation can vary a lot by climate/system. Literature gives from low Mediterranean irrigation to high-yield systems up to ~1150 mm/ha/year, so use this as water-fee range, not pumping energy."
pistachio,OPEX,Water,Electricity for pumping,11342.7,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 24. Depends mainly on borehole depth, pump efficiency and irrigation volume. Keep separate from water cost."
pistachio,OPEX,Agronomy,Fertilizers,18540.96,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 25. Agrovivero gives €600–1.100/ha/year for full-production pistachio fertigation; ×25 ha.
pistachio,OPEX,Agronomy,Pesticides / fungicides,13087.74,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 26. Agrovivero estimates fertilizers + phytosanitary products at €400–800/ha, but since fertilizers are separate above, keep pesticides/fungicides conservatively at this range for 25 ha."
pistachio,OPEX,Compliance,GLOBALG.A.P. renewal,2399.42,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 27. Annual certification/audit + system participation. GLOBALG.A.P. publishes official fee tables, but final price depends on certification body."
pistachio,OPEX,Compliance,HACCP / ISO renewal,2181.29,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 28. Relevant if storage/packing/export is included. ISO 22000 certificates normally need annual surveillance audits.
pistachio,OPEX,Compliance,Traceability system,3053.81,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 29. Product tracking, spray logs, batch records. Needed for GLOBALG.A.P./food safety/export readiness."
pistachio,OPEX,Insurance,ELGA insurance,7852.64,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 30. ELGA special insurance contribution for plant products is stated as 3%. For example, if insured production value is €300k, cost ≈ €9k/year."
pistachio,OPEX,Insurance,Private crop insurance,10906.45,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 31. Optional extra cover for hail/frost/drought/business interruption; depends on insured value and risk zone.
pistachio,OPEX,Operations,Equipment maintenance,14396.51,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 32. Use ~5–15% of machinery value/year as working assumption. Machinery cost methods estimate annual repair/ownership costs as % of machine value.
pistachio,OPEX,Operations,Storage & drying,11451.77,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 33. External processing/drying estimate: €0.25–0.45/kg dry in-shell. At 1,500 kg/ha × 25 ha = 37,500 kg."
pistachio,OPEX,Operations,Transport & logistics,6980.13,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 34. Use as distribution range for moving harvest to processor/buyer; depends on distance and whether export/local market.
pistachio,OPEX,Testing,Aflatoxin testing,2181.29,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 35. Pistachios are regulated for aflatoxins; EU maximum levels and official sampling/analysis rules apply.
pistachio,OPEX,Testing,Residue analysis,1963.16,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 36. Needed for pesticide MRL/export/supermarket compliance; frequency depends on buyer requirements.
pistachio,OPEX,Seasonal workers,Harvesting,39263.21,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 41. Based on commercial pistachio harvesting labor costs around €0.30–0.50/kg. Assuming ~37,500 kg production at maturity. Agrovivero Pistachio Harvest Costs"
pistachio,OPEX,Seasonal workers,Pruning,8725.16,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 42. Based on ~€300–500/ha annual pruning cost for Mediterranean pistachio orchards. For 25 ha average ≈ €10k. Agrovivero Pistachio Cost Analysis
pistachio,OPEX,Seasonal workers,Sorting & packaging,10906.45,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 43. Labor-intensive post-harvest handling and packaging operations for commercial nut processing/export preparation.
pistachio,OPEX,Machine operators,Irrigation & machinery operation,20940.38,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 44. Assumes 1 skilled operator ~€1.500–2.500/month including irrigation systems and machinery handling.
pistachio,OPEX,Compliance staff,Documentation & traceability,15705.28,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 45. Administrative support for GLOBALG.A.P., spray logs, traceability and export documentation."
pistachio,OPEX,Security / maintenance,Site maintenance,13087.72,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 46. Includes maintenance worker/security oversight for irrigation systems, fencing and orchard infrastructure."
