crop_id,cost_type,cost_category,cost_item,amount_eur,frequency,notes
olives,CAPEX,Compliance,HACCP / ISO setup,8191.49,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 17. Food safety systems setup.
olives,CAPEX,Machinery,Agricultural machinery,117021.28,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 18. Tractors, sprayers and harvest support."
olives,CAPEX,CROP LAND COST,,950000.0,one_time,REVISED DEMO-CALIBRATED: land cost kept at model input value.
olives,CAPEX,Land,Land registry / cadastral compliance,1950.35,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 50. Cadastral extracts/ownership registration/legal verification.
olives,CAPEX,Land,Natura / protected area checks,1560.28,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 51. Natura/protected-area and forest restriction screening.
olives,CAPEX,Water,Water extraction permit,3900.71,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 52. Hydrogeological documentation and permit process for groundwater abstraction.
olives,OPEX,Water,Groundwater compliance,2040.82,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 53. Marked as Annual in Excel notes.
olives,OPEX,Phytosanitary,Plant passport compliance,1224.49,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 54. Marked as Annual/administrative in Excel notes.
olives,CAPEX,Phytosanitary,Certified planting material,23404.26,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 55. One-time certified olive saplings for 25 ha intensive grove.
olives,CAPEX,Agrochemicals,Pesticide operator certification,390.07,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 56. Marked as Periodic in Excel notes; frequency standardized as one_time because cost is not annual in note.
olives,OPEX,Food Safety,Traceability compliance,2857.14,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 57. Marked as Annual in Excel notes.
olives,OPEX,Food Safety,Olive oil category / quality compliance,1632.65,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 58. Marked as Annual in Excel notes.
olives,OPEX,Subsidies,CAP / OPEKEPE registration,816.33,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 59. Marked as Annual in Excel notes.
olives,OPEX,Exports,Phytosanitary certificates,1224.49,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 60. Marked as Annual/per export cycle in Excel notes.
olives,OPEX,Water,Water consumption,6530.61,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 23. Irrigation water use.
olives,OPEX,Water,Electricity for pumping,12244.9,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 24. Pump operational electricity.
olives,OPEX,Agronomy,Fertilizers,8163.27,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 25. Nutrient management.
olives,OPEX,Agronomy,Pesticides / fungicides,10204.08,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 26. Crop protection.
olives,OPEX,Compliance,GLOBALG.A.P. renewal,2244.9,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 27. Annual compliance audits.
olives,OPEX,Compliance,HACCP / ISO renewal,2040.82,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 28. Annual certification maintenance.
olives,OPEX,Compliance,Traceability system,2857.14,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 29. Product tracking and records.
olives,OPEX,Insurance,ELGA insurance,4897.96,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 30. Agricultural production insurance.
olives,OPEX,Insurance,Private crop insurance,8163.27,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 31. Optional climate-risk coverage.
olives,OPEX,Operations,Equipment maintenance,14693.88,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 32. Repair and servicing.
olives,OPEX,Operations,Milling / storage,16326.53,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 33. Post-harvest processing.
olives,OPEX,Operations,Transport & logistics,8163.27,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 34. Distribution costs.
olives,OPEX,Testing,Olive oil quality testing,1632.65,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 35. Food safety/commercial quality tests.
olives,OPEX,Testing,Residue analysis,1836.73,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 36. EU export compliance testing.
olives,OPEX,Seasonal workers,Harvesting,44897.96,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 41. Frequency shown as per harvest season; standardized as annual.
olives,OPEX,Seasonal workers,Pruning,12244.9,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 42. Frequency shown as Annual.
olives,OPEX,Seasonal workers,Sorting & packaging,6530.61,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 43. Frequency shown as per production cycle; standardized as annual.
olives,OPEX,Machine operators,Irrigation & machinery operation,19591.84,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 44. Frequency shown as Annual.
olives,OPEX,Compliance staff,Documentation & traceability,14693.88,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 45. Frequency shown as Annual.
olives,OPEX,Security / maintenance,Site maintenance,12244.88,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 46. Frequency shown as Annual.
