crop_id,cost_type,cost_category,cost_item,amount_eur,frequency,notes
kiwifruit_gr,CAPEX,Regulatory,Environmental studies,4204.14,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 16. Conditional environmental assessments, mainly if boreholes/reservoirs/protected-area interactions exist."
kiwifruit_gr,CAPEX,Compliance,GLOBALG.A.P. setup,4204.14,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 17. Initial certification implementation.
kiwifruit_gr,CAPEX,Compliance,HACCP / ISO setup,6306.22,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 18. Food safety systems setup if storage/packing/export operations are included.
kiwifruit_gr,CAPEX,Machinery,Agricultural machinery,94593.23,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 19. Tractors, sprayers, harvest support and orchard tools."
kiwifruit_gr,CAPEX,CROP LAND COST,,950000.0,one_time,REVISED DEMO-CALIBRATED: land cost kept at model input value.
kiwifruit_gr,CAPEX,Land,Land registry / cadastral compliance,1313.79,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 52. Cadastral extract/registration and ownership confirmation. Note: row 64 formula starts regulatory sum from row 53, so this row may not be included in displayed total initial investment."
kiwifruit_gr,CAPEX,Land,Natura / protected area checks,1051.04,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 53. One-time Natura/protected-area check.
kiwifruit_gr,CAPEX,Water,Water extraction permit,2627.59,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 54. One-time/conditional borehole and abstraction licensing support.
kiwifruit_gr,OPEX,Water,Groundwater compliance,1139.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 55. Annual/monitoring sustainable abstraction reporting.
kiwifruit_gr,OPEX,Phytosanitary,Plant passport compliance,569.5,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 56. Annual/operational plant passport and traceability rules for plants for planting.
kiwifruit_gr,CAPEX,Phytosanitary,Certified planting material,57806.97,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 57. One-time. Same as certified kiwi vines CAPEX; possible duplicate with row 13.
kiwifruit_gr,CAPEX,Agrochemicals,Pesticide operator certification,262.76,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 58. Marked as periodic; standardized as one_time because it is not marked annual.
kiwifruit_gr,OPEX,Food Safety,Traceability compliance,1898.33,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 59. Annual traceability records for food business operations.
kiwifruit_gr,OPEX,Food Safety,Aflatoxin compliance,0.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 60. Not applicable for fresh kiwi in normal operation.
kiwifruit_gr,OPEX,Subsidies,CAP / OPEKEPE registration,379.67,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 61. Annual OSDΕ/CAP admin and subsidy registration.
kiwifruit_gr,OPEX,Exports,Phytosanitary certificates,949.16,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 62. Annual/per export program.
kiwifruit_gr,OPEX,Water,Water consumption,9491.63,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 24. Annual irrigation water cost; electricity listed separately.
kiwifruit_gr,OPEX,Water,Electricity for pumping,11389.96,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 25. Annual pumping/pressurization energy.
kiwifruit_gr,OPEX,Agronomy,Fertilizers,17084.94,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 26. Annual nutrient management.
kiwifruit_gr,OPEX,Agronomy,Pesticides / fungicides,13288.29,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 27. Annual crop protection and disease-management program.
kiwifruit_gr,OPEX,Compliance,GLOBALG.A.P. renewal,1139.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 28. Annual certification/audit maintenance.
kiwifruit_gr,OPEX,Compliance,HACCP / ISO renewal,1139.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 29. Annual certification maintenance if packing/cold-storage/export operations are included.
kiwifruit_gr,OPEX,Compliance,Traceability system,1898.33,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 30. Annual product tracking, spray logs and buyer compliance."
kiwifruit_gr,OPEX,Insurance,ELGA insurance,6833.98,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 31. Agricultural production insurance.
kiwifruit_gr,OPEX,Insurance,Private crop insurance,9491.63,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 32. Annual/optional climate-risk coverage.
kiwifruit_gr,OPEX,Operations,Equipment maintenance,10250.97,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 33. Repair, maintenance and servicing."
kiwifruit_gr,OPEX,Operations,Cold storage & packing,64543.11,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 34. Post-harvest processing, grading, cold storage and packing."
kiwifruit_gr,OPEX,Operations,Transport & logistics,17084.94,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 35. Refrigerated/controlled logistics from orchard to packhouse/export buyer.
kiwifruit_gr,OPEX,Testing,Aflatoxin testing,0.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 36. Not applicable as a normal kiwi-specific cost.
kiwifruit_gr,OPEX,Testing,Residue analysis,1518.66,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 37. Annual pesticide-residue testing for buyers/export market compliance.
kiwifruit_gr,OPEX,Seasonal workers,Harvesting,26576.58,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 42. Frequency shown as per harvest season; standardized as annual.
kiwifruit_gr,OPEX,Seasonal workers,Pruning,37966.54,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 43. Annual winter/summer pruning, canopy management and thinning."
kiwifruit_gr,OPEX,Seasonal workers,Sorting & packaging,30373.23,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 44. Frequency shown as per production cycle; standardized as annual.
kiwifruit_gr,OPEX,Machine operators,Irrigation & machinery operation,13667.95,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 45. Annual skilled operators/irrigation-machinery staff.
kiwifruit_gr,OPEX,Compliance staff,Documentation & traceability,6833.98,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 46. Annual documentation, traceability, GLOBALG.A.P. records and export paperwork."
kiwifruit_gr,OPEX,Security / maintenance,Site maintenance,9491.62,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 47. Annual maintenance/security for trellis, irrigation, pumps and orchard infrastructure."
